:START_ID,score,associationType,:END_ID,:TYPE
DIP2C,0.21,Biomarker,umls:C0149925,AFFECTS
DISC1,0.21,Biomarker,umls:C3714756,AFFECTS
DISC1,0.21,Biomarker,umls:C0030193,AFFECTS
DKBI,0.21,Biomarker,umls:C0265966,AFFECTS
DKK1,0.21,Biomarker,umls:C0014175,AFFECTS
DKK1,0.21,Biomarker,umls:C0016658,AFFECTS
DKK1,0.21,Biomarker,umls:C0031117,AFFECTS
DLAT,0.21,Biomarker,umls:C0151744,AFFECTS
DLD,0.21,Biomarker,umls:C0024776,AFFECTS
DLG1,0.21,Biomarker,umls:C0008925,AFFECTS
DLG2,0.21,Biomarker,umls:C0025202,AFFECTS
DLG4,0.21,Biomarker,umls:C0008074,AFFECTS
DLG4,0.21,Biomarker,umls:C0032460,AFFECTS
DLGAP5,0.21,Biomarker,umls:C0017661,AFFECTS
DLL1,0.21,Biomarker,umls:C0006118,AFFECTS
DLL1,0.21,Biomarker,umls:C1458155,AFFECTS
DLL3,0.21,Biomarker,umls:C0004114,AFFECTS
DLL3,0.21,Biomarker,umls:C0376634,AFFECTS
DLL3,0.21,Biomarker,umls:C0029422,AFFECTS
DLX1,0.21,Biomarker,umls:C0008074,AFFECTS
DLX1,0.21,Biomarker,umls:C0376634,AFFECTS
DLX2,0.21,Biomarker,umls:C0376634,AFFECTS
DLX3,0.21,Biomarker,umls:C1863012,AFFECTS
DLX5,0.21,Biomarker,umls:C0005941,AFFECTS
DMBT1,0.21,Biomarker,umls:C0009375,AFFECTS
DMD,0.21,Biomarker,umls:C0006663,AFFECTS
DMD,0.21,Biomarker,umls:C0018800,AFFECTS
DMD,0.21,Biomarker,umls:C0012644,AFFECTS
DMD,0.21,Biomarker,umls:C0023269,AFFECTS
DMD,0.21,Biomarker,umls:C0026851,AFFECTS
DMD,0.21,Biomarker,umls:C0027540,AFFECTS
DMD,0.21,Biomarker,umls:C0027626,AFFECTS
DMD,0.21,Biomarker,umls:C0027627,AFFECTS
DMD,0.21,Biomarker,umls:C0032460,AFFECTS
DMD,0.21,Biomarker,umls:C0242973,AFFECTS
DMPK,0.21,Biomarker,umls:C0027125,AFFECTS
DMXL1,0.21,Biomarker,umls:C0017638,AFFECTS
DNAH11,0.21,Biomarker,umls:C0242339,AFFECTS
DNAH11,0.21,Biomarker,umls:C0043094,AFFECTS
DNAH5,0.21,Biomarker,umls:C0004096,AFFECTS
DNAH8,0.21,Biomarker,umls:C0236736,AFFECTS
DNAH8,0.21,Biomarker,umls:C1456784,AFFECTS
DNAH8,0.21,Biomarker,umls:C0236969,AFFECTS
DNAJA1,0.21,Biomarker,umls:C0026636,AFFECTS
DNAJC1,0.21,Biomarker,umls:C0025202,AFFECTS
DNAJC10,0.21,Biomarker,umls:C0017661,AFFECTS
DNAJC10,0.21,Therapeutic,umls:C0027651,AFFECTS
DNAJC10,0.21,Biomarker,umls:C0033578,AFFECTS
DNAJC15,0.21,Biomarker,umls:C0025202,AFFECTS
DNAJC3,0.21,Biomarker,umls:C0033578,AFFECTS
DNAJC7,0.21,Biomarker,umls:C0019693,AFFECTS
DNASE1,0.21,Biomarker,umls:C0033687,AFFECTS
DNASE1L2,0.21,Biomarker,umls:C0033578,AFFECTS
DNASE1L3,0.21,Biomarker,umls:C0003873,AFFECTS
DNASE1L3,0.21,Therapeutic,umls:C0024121,AFFECTS
DNHD1,0.21,Biomarker,umls:C0007134,AFFECTS
DNM1,0.21,Biomarker,umls:C0012979,AFFECTS
DNM1L,0.21,Biomarker,umls:C0001125,AFFECTS
DNM1L,0.21,Biomarker,umls:C0025958,AFFECTS
DNM1L,0.21,Biomarker,umls:C0162666,AFFECTS
DNM1L,0.21,Biomarker,umls:C0151744,AFFECTS
DNM1L,0.21,Biomarker,umls:C0029124,AFFECTS
DNMT1,0.21,Biomarker,umls:C0003469,AFFECTS
DNMT1,0.21,Biomarker,umls:C0004096,AFFECTS
DNMT1,0.21,Biomarker,umls:C1384666,AFFECTS
DNMT1,0.21,Biomarker,umls:C0025149,AFFECTS
DNMT3A,0.21,Biomarker,umls:C1458155,AFFECTS
DNMT3A,0.21,Biomarker,umls:C0376634,AFFECTS
DNMT3A,0.21,Biomarker,umls:C0282631,AFFECTS
DNMT3A,0.21,Biomarker,umls:C0018273,AFFECTS
DNMT3A,0.21,Biomarker,umls:C0079774,AFFECTS
DNMT3B,0.21,Biomarker,umls:C0376634,AFFECTS
DOCK1,0.21,Biomarker,umls:C0236969,AFFECTS
DOCK10,0.21,Biomarker,umls:C0017661,AFFECTS
DOCK2,0.21,Biomarker,umls:C0279628,AFFECTS
DOCK2,0.21,Biomarker,umls:C0017661,AFFECTS
DOK1,0.21,Biomarker,umls:C0024121,AFFECTS
DOK1,0.21,Therapeutic,umls:C0919267,AFFECTS
DOK2,0.21,Biomarker,umls:C0031117,AFFECTS
DPAGT1,0.21,Biomarker,umls:C0242656,AFFECTS
DPAGT1,0.21,Biomarker,umls:C0038356,AFFECTS
DPF3,0.21,Biomarker,umls:C0031117,AFFECTS
DPP10,0.21,Biomarker,umls:C0008074,AFFECTS
DPP10,0.21,Biomarker,umls:C0023903,AFFECTS
DPP10,0.21,Biomarker,umls:C0032927,AFFECTS
DPP4,0.21,Biomarker,umls:C0033687,AFFECTS
DPP6,0.21,Biomarker,umls:C0008074,AFFECTS
DPP7,0.21,Biomarker,umls:C0027540,AFFECTS
DPP9,0.21,Biomarker,umls:C1800706,AFFECTS
DPPA3,0.21,Biomarker,umls:C0027658,AFFECTS
DPT,0.21,Biomarker,umls:C0042345,AFFECTS
DPYD,0.21,Biomarker,umls:C0008074,AFFECTS
DPYD,0.21,Biomarker,umls:C0018671,AFFECTS
DPYD,0.21,Biomarker,umls:C0023014,AFFECTS
DPYD,0.21,Biomarker,umls:C0270612,AFFECTS
DPYD,0.21,Biomarker,umls:C0028754,AFFECTS
DPYD,0.21,Biomarker,umls:C0034139,AFFECTS
DPYD,0.21,Biomarker,umls:C0036341,AFFECTS
DPYSL2,0.21,Biomarker,umls:C0029408,AFFECTS
DRAP1,0.21,Biomarker,umls:C0025202,AFFECTS
DRD1,0.21,Biomarker,umls:C0236733,AFFECTS
DRD1,0.21,Biomarker,umls:C0007370,AFFECTS
DRD1,0.21,Biomarker,umls:C0236736,AFFECTS
DRD1,0.21,Biomarker,umls:C0013386,AFFECTS
DRD1,0.21,Biomarker,umls:C0424295,AFFECTS
DRD1,0.21,Biomarker,umls:C0020649,AFFECTS
DRD1,0.21,Biomarker,umls:C0026650,AFFECTS
DRD2,0.21,Biomarker,umls:C0428977,AFFECTS
DRD2,0.21,Biomarker,umls:C0007370,AFFECTS
DRD2,0.21,Biomarker,umls:C0009241,AFFECTS
DRD2,0.21,Biomarker,umls:C0424295,AFFECTS
DRD2,0.21,Biomarker,umls:C0020649,AFFECTS
DRD3,0.21,Biomarker,umls:C0236733,AFFECTS
DRD3,0.21,Biomarker,umls:C0004782,AFFECTS
DRD3,0.21,Biomarker,umls:C0009241,AFFECTS
DRD3,0.21,Biomarker,umls:C0016995,AFFECTS
DRD3,0.21,Therapeutic,umls:C0424295,AFFECTS
DRD3,0.21,Biomarker,umls:C1860861,AFFECTS
DRD4,0.21,Biomarker,umls:C0236733,AFFECTS
DRD4,0.21,Biomarker,umls:C1527281,AFFECTS
DRD4,0.21,Biomarker,umls:C0236964,AFFECTS
DRD4,0.21,Biomarker,umls:C0008074,AFFECTS
DRD4,0.21,Biomarker,umls:C1866430,AFFECTS
DRD4,0.21,Biomarker,umls:C3160718,AFFECTS
DRD5,0.21,Biomarker,umls:C0011581,AFFECTS
DRD5,0.21,Biomarker,umls:C0040485,AFFECTS
DROSHA,0.21,Biomarker,umls:C0021364,AFFECTS
DSC1,0.21,Biomarker,umls:C0025202,AFFECTS
DSC2,0.21,Biomarker,umls:C0017661,AFFECTS
DSCAM,0.21,Biomarker,umls:C0236969,AFFECTS
DSG1,0.21,Biomarker,umls:C0020517,AFFECTS
DSG1,0.21,Biomarker,umls:C2931122,AFFECTS
DSG1,0.21,Biomarker,umls:C0025517,AFFECTS
DSG2,0.21,Biomarker,umls:C2752072,AFFECTS
DSP,0.21,Biomarker,umls:C0017661,AFFECTS
DSP,0.21,Biomarker,umls:C1800706,AFFECTS
DSPP,0.21,Biomarker,umls:C0007137,AFFECTS
DSPP,0.21,Biomarker,umls:C0026640,AFFECTS
DTL,0.21,Biomarker,umls:C0010606,AFFECTS
DTL,0.21,Biomarker,umls:C0017661,AFFECTS
DTL,0.21,Biomarker,umls:C0036095,AFFECTS
DTNBP1,0.21,Biomarker,umls:C2931875,AFFECTS
DTX1,0.21,Biomarker,umls:C0887833,AFFECTS
DTX1,0.21,Biomarker,umls:C0028945,AFFECTS
DTX2,0.21,Biomarker,umls:C0006118,AFFECTS
DTX3,0.21,Biomarker,umls:C1458155,AFFECTS
DTX4,0.21,Biomarker,umls:C0010606,AFFECTS
DTX4,0.21,Biomarker,umls:C0887833,AFFECTS
DUH1,0.21,Biomarker,umls:C2675711,AFFECTS
DUP7Q11.23,0.21,Biomarker,umls:C1857844,AFFECTS
DUPC1,0.21,Biomarker,umls:C0013312,AFFECTS
DUSP1,0.21,Biomarker,umls:C0014175,AFFECTS
DUSP1,0.21,Biomarker,umls:C0151744,AFFECTS
DUSP10,0.21,Biomarker,umls:C0017661,AFFECTS
DUSP10,0.21,Therapeutic,umls:C0021368,AFFECTS
DUSP13,0.21,Biomarker,umls:C0031117,AFFECTS
DUSP23,0.21,Biomarker,umls:C0031117,AFFECTS
DUSP6,0.21,Biomarker,umls:C0007097,AFFECTS
DUSP6,0.21,Biomarker,umls:C0024667,AFFECTS
DUSP6,0.21,Biomarker,umls:C0024668,AFFECTS
DUSP6,0.21,Biomarker,umls:C0151744,AFFECTS
DUX4L5,0.21,Biomarker,umls:C0032460,AFFECTS
DWS,0.21,Biomarker,umls:C0010964,AFFECTS
DYNC1H1,0.21,Biomarker,umls:C0025958,AFFECTS
DYNC1LI2,0.21,Biomarker,umls:C0043094,AFFECTS
DYNLL1,0.21,Biomarker,umls:C0007786,AFFECTS
DYRK1B,0.21,Biomarker,umls:C0919267,AFFECTS
DYRK2,0.21,Biomarker,umls:C0017661,AFFECTS
DYT13,0.21,Biomarker,umls:C1843264,AFFECTS
DYT15,0.21,Biomarker,umls:C1843786,AFFECTS
DYT17,0.21,Biomarker,umls:C2676281,AFFECTS
DYT2,0.21,Biomarker,umls:C1857093,AFFECTS
DYT7,0.21,Biomarker,umls:C1865818,AFFECTS
DYX6,0.21,Biomarker,umls:C0476254,AFFECTS
DYX9,0.21,Biomarker,umls:C0476254,AFFECTS
E11S,0.21,Biomarker,umls:C1851888,AFFECTS
EA3,0.21,Biomarker,umls:C1847839,AFFECTS
EA7,0.21,Biomarker,umls:C2677843,AFFECTS
EAF2,0.21,Biomarker,umls:C2239176,AFFECTS
EAF2,0.21,Biomarker,umls:C0024121,AFFECTS
EAF2,0.21,Biomarker,umls:C0079731,AFFECTS
EBF1,0.21,Biomarker,umls:C0007621,AFFECTS
EBF1,0.21,Biomarker,umls:C0024301,AFFECTS
EBI3,0.21,Biomarker,umls:C0038356,AFFECTS
EBM,0.21,Biomarker,umls:C0795974,AFFECTS
EBR3,0.21,Biomarker,umls:C0268368,AFFECTS
EBVS1,0.21,Biomarker,umls:C1414241,AFFECTS
ECB2,0.21,Biomarker,umls:C1837915,AFFECTS
ECE1,0.21,Biomarker,umls:C1145628,AFFECTS
ECE1,0.21,Biomarker,umls:C0376634,AFFECTS
ECE1,0.21,Biomarker,umls:C0011860,AFFECTS
ECHDC1,0.21,Biomarker,umls:C0025202,AFFECTS
ECHS1,0.21,Biomarker,umls:C0028754,AFFECTS
ECHS1,0.21,Biomarker,umls:C0038356,AFFECTS
ECM1,0.21,Biomarker,umls:C0000786,AFFECTS
ECM2,0.21,Biomarker,umls:C0000786,AFFECTS
ECT2,0.21,Biomarker,umls:C0017661,AFFECTS
EDA,0.21,Biomarker,umls:C0025202,AFFECTS
EDEM2,0.21,Biomarker,umls:C0036341,AFFECTS
EDN1,0.21,Biomarker,umls:C2609414,AFFECTS
EDN1,0.21,Biomarker,umls:C0242488,AFFECTS
EDN1,0.21,Biomarker,umls:C0004238,AFFECTS
EDN1,0.21,Therapeutic,umls:C0428977,AFFECTS
EDN1,0.21,Biomarker,umls:C0243050,AFFECTS
EDN1,0.21,Biomarker,umls:C0007302,AFFECTS
EDN1,0.21,Biomarker,umls:C0007820,AFFECTS
EDN1,0.21,Biomarker,umls:C0376634,AFFECTS
EDN1,0.21,Biomarker,umls:C0017178,AFFECTS
EDN1,0.21,Biomarker,umls:C0017668,AFFECTS
EDN1,0.21,Biomarker,umls:C0018798,AFFECTS
EDN1,0.21,Biomarker,umls:C0019212,AFFECTS
EDN1,0.21,Biomarker,umls:C0019284,AFFECTS
EDN1,0.21,Biomarker,umls:C0020443,AFFECTS
EDN1,0.21,Biomarker,umls:C0020564,AFFECTS
EDN1,0.21,Biomarker,umls:C0740392,AFFECTS
EDN1,0.21,Biomarker,umls:C0752347,AFFECTS
EDN1,0.21,Therapeutic,umls:C0023893,AFFECTS
EDN1,0.21,Therapeutic,umls:C0149745,AFFECTS
EDN1,0.21,Biomarker,umls:C0030567,AFFECTS
EDN1,0.21,Therapeutic,umls:C0030920,AFFECTS
EDN1,0.21,Biomarker,umls:C0031117,AFFECTS
EDN1,0.21,Biomarker,umls:C0878773,AFFECTS
EDN1,0.21,Biomarker,umls:C0080274,AFFECTS
EDN2,0.21,Therapeutic,umls:C0428977,AFFECTS
EDN2,0.21,Therapeutic,umls:C0020649,AFFECTS
EDN3,0.21,Therapeutic,umls:C0428977,AFFECTS
EDN3,0.21,Biomarker; Therapeutic,umls:C0020649,AFFECTS
EDNRA,0.21,Biomarker,umls:C0376634,AFFECTS
EDNRA,0.21,Biomarker,umls:C0019284,AFFECTS
EDNRA,0.21,Biomarker,umls:C0027439,AFFECTS
EDNRB,0.21,Biomarker,umls:C0019284,AFFECTS
EDNRB,0.21,Biomarker,umls:C0027720,AFFECTS
EDNRB,0.21,Biomarker,umls:C0038525,AFFECTS
EDS8,0.21,Biomarker,umls:C0268347,AFFECTS
EDSS2,0.21,Biomarker,umls:C3150809,AFFECTS
EEC1,0.21,Biomarker,umls:C1851841,AFFECTS
EED,0.21,Biomarker,umls:C0206727,AFFECTS
EEF1A1,0.21,Biomarker,umls:C0024667,AFFECTS
EEF1A1,0.21,Biomarker,umls:C0024668,AFFECTS
EEF1A1,0.21,Biomarker,umls:C0038356,AFFECTS
EEF1A2,0.21,Biomarker,umls:C0038356,AFFECTS
EEF1B2,0.21,Biomarker,umls:C1458155,AFFECTS
EEF1B2,0.21,Biomarker,umls:C3714756,AFFECTS
EEF1B2,0.21,Biomarker,umls:C0027627,AFFECTS
EEF2,0.21,Biomarker,umls:C0001418,AFFECTS
EEF2,0.21,Biomarker,umls:C0007134,AFFECTS
EEF2,0.21,Biomarker,umls:C0024121,AFFECTS
EEF2,0.21,Biomarker,umls:C0027626,AFFECTS
EEF2,0.21,Biomarker,umls:C0027627,AFFECTS
EEF2,0.21,Biomarker,umls:C0029408,AFFECTS
EEF2,0.21,Biomarker,umls:C2825055,AFFECTS
EFEMP1,0.21,Biomarker,umls:C0009404,AFFECTS
EFEMP1,0.21,Biomarker,umls:C0024667,AFFECTS
EFEMP1,0.21,Biomarker,umls:C0024668,AFFECTS
EFEMP1,0.21,Biomarker,umls:C0030297,AFFECTS
EFHD1,0.21,Biomarker,umls:C0010606,AFFECTS
EFHD1,0.21,Biomarker,umls:C0036095,AFFECTS
EFNA1,0.21,Biomarker,umls:C1458155,AFFECTS
EFNA5,0.21,Biomarker,umls:C0035126,AFFECTS
EFNB1,0.21,Biomarker,umls:C1876203,AFFECTS
EFNB1,0.21,Biomarker,umls:C0021368,AFFECTS
EFNB1,0.21,Biomarker,umls:C0028754,AFFECTS
EFNB2,0.21,Biomarker,umls:C0032927,AFFECTS
EFNB2,0.21,Biomarker,umls:C0035126,AFFECTS
EFR3A,0.21,Biomarker,umls:C0017661,AFFECTS
EGF,0.21,Biomarker,umls:C0007621,AFFECTS
EGF,0.21,Biomarker,umls:C0008925,AFFECTS
EGF,0.21,Biomarker,umls:C0242656,AFFECTS
EGF,0.21,Biomarker,umls:C0314657,AFFECTS
EGF,0.21,Biomarker,umls:C0027626,AFFECTS
EGF,0.21,Biomarker,umls:C0031117,AFFECTS
EGF,0.21,Biomarker,umls:C0034069,AFFECTS
EGF,0.21,Biomarker,umls:C0035126,AFFECTS
EGF,0.21,Therapeutic,umls:C0038358,AFFECTS
EGFR,0.21,Therapeutic,umls:C2609414,AFFECTS
EGFR,0.21,Therapeutic,umls:C0993582,AFFECTS
EGFR,0.21,Therapeutic,umls:C0005396,AFFECTS
EGFR,0.21,Biomarker,umls:C0376634,AFFECTS
EGFR,0.21,Biomarker,umls:C0242656,AFFECTS
EGFR,0.21,Biomarker,umls:C0016978,AFFECTS
EGFR,0.21,Biomarker,umls:C0021655,AFFECTS
EGFR,0.21,Biomarker,umls:C0024667,AFFECTS
EGFR,0.21,Biomarker,umls:C0024668,AFFECTS
EGFR,0.21,Biomarker,umls:C0027439,AFFECTS
EGI,0.21,Biomarker,umls:C0270850,AFFECTS
EGLN2,0.21,Biomarker,umls:C1861063,AFFECTS
EGR1,0.21,Biomarker,umls:C0007786,AFFECTS
EGR1,0.21,Biomarker,umls:C0008372,AFFECTS
EGR1,0.21,Biomarker; Therapeutic,umls:C0236736,AFFECTS
EGR1,0.21,Biomarker,umls:C0020295,AFFECTS
EGR1,0.21,Biomarker,umls:C0021368,AFFECTS
EGR2,0.21,Biomarker,umls:C0027888,AFFECTS
EGR2,0.21,Biomarker,umls:C0151744,AFFECTS
EGR3,0.21,Biomarker,umls:C0004134,AFFECTS
EHHADH,0.21,Biomarker,umls:C0236969,AFFECTS
EHMT1,0.21,Biomarker,umls:C0025149,AFFECTS
EHMT2,0.21,Therapeutic,umls:C0236736,AFFECTS
EHMT2,0.21,Biomarker,umls:C0024121,AFFECTS
EHMT2,0.21,Biomarker,umls:C0027627,AFFECTS
EI24,0.21,Biomarker,umls:C0033578,AFFECTS
EID1,0.21,Biomarker,umls:C0025500,AFFECTS
EIF1AD,0.21,Biomarker,umls:C0025202,AFFECTS
EIF2A,0.21,Biomarker,umls:C0151744,AFFECTS
EIF2A,0.21,Biomarker,umls:C0035126,AFFECTS
EIF2AK2,0.21,Biomarker,umls:C0033578,AFFECTS
EIF2AK2,0.21,Biomarker,umls:C0038220,AFFECTS
EIF2AK3,0.21,Biomarker,umls:C0151744,AFFECTS
EIF2AK3,0.21,Biomarker,umls:C0038220,AFFECTS
EIF2AK4,0.21,Biomarker,umls:C0002514,AFFECTS
EIF2AK4,0.21,Biomarker,umls:C0018500,AFFECTS
EIF2AK4,0.21,Biomarker,umls:C0021053,AFFECTS
EIF2AK4,0.21,Biomarker,umls:C0026848,AFFECTS
EIF2B3,0.21,Biomarker,umls:C1847967,AFFECTS
EIF2B4,0.21,Biomarker,umls:C0152013,AFFECTS
EIF2B5,0.21,Biomarker,umls:C0152013,AFFECTS
EIF2S1,0.21,Biomarker,umls:C0009241,AFFECTS
EIF2S1,0.21,Biomarker,umls:C0017661,AFFECTS
EIF2S1,0.21,Biomarker,umls:C0027746,AFFECTS
EIF2S1,0.21,Biomarker,umls:C0038220,AFFECTS
EIF2S2,0.21,Biomarker,umls:C1458155,AFFECTS
EIF3A,0.21,Biomarker,umls:C0033578,AFFECTS
EIF3B,0.21,Biomarker,umls:C0019693,AFFECTS
EIF3H,0.21,Biomarker,umls:C0009404,AFFECTS
EIF4A1,0.21,Biomarker,umls:C0019693,AFFECTS
EIF4EBP1,0.21,Biomarker,umls:C0019693,AFFECTS
EIF5,0.21,Biomarker,umls:C0036341,AFFECTS
EIF5A,0.21,Biomarker,umls:C0007097,AFFECTS
EIF5A,0.21,Biomarker,umls:C0022548,AFFECTS
EIF5A,0.21,Biomarker,umls:C0024667,AFFECTS
EIF5A,0.21,Biomarker,umls:C0024668,AFFECTS
EIF6,0.21,Biomarker,umls:C0019693,AFFECTS
EIG2,0.21,Biomarker,umls:C0270850,AFFECTS
EIG3,0.21,Biomarker,umls:C0270850,AFFECTS
EIG4,0.21,Biomarker,umls:C0270850,AFFECTS
EIG5,0.21,Biomarker,umls:C0270850,AFFECTS
EIM,0.21,Biomarker,umls:C0917800,AFFECTS
EJM3,0.21,Biomarker,umls:C0270853,AFFECTS
EJM4,0.21,Biomarker,umls:C0270853,AFFECTS
ELAVL1,0.21,Biomarker,umls:C0014175,AFFECTS
ELAVL3,0.21,Biomarker,umls:C0032460,AFFECTS
ELF3,0.21,Therapeutic,umls:C0273115,AFFECTS
ELK3,0.21,Biomarker,umls:C1458155,AFFECTS
ELN,0.21,Biomarker,umls:C3276539,AFFECTS
ELN,0.21,Biomarker,umls:C0238288,AFFECTS
ELOVL2,0.21,Biomarker,umls:C0021364,AFFECTS
ELOVL6,0.21,Biomarker,umls:C0017661,AFFECTS
ELOVL6,0.21,Biomarker,umls:C0031117,AFFECTS
ELP2,0.21,Biomarker,umls:C3714756,AFFECTS
EMB,0.21,Biomarker,umls:C0162820,AFFECTS
EMG1,0.21,Biomarker,umls:C0019693,AFFECTS
EML4,0.21,Biomarker,umls:C0006118,AFFECTS
EMP1,0.21,Biomarker,umls:C0000786,AFFECTS
EMP1,0.21,Biomarker,umls:C0033578,AFFECTS
EMP3,0.21,Biomarker,umls:C0033578,AFFECTS
EMWX,0.21,Biomarker,umls:C1846173,AFFECTS
EMX2,0.21,Biomarker,umls:C1720887,AFFECTS
EMX2,0.21,Biomarker,umls:C0024121,AFFECTS
EN1,0.21,Biomarker,umls:C0010606,AFFECTS
EN1,0.21,Biomarker,umls:C0027765,AFFECTS
EN1,0.21,Biomarker,umls:C0036095,AFFECTS
ENAM,0.21,Biomarker,umls:C2673923,AFFECTS
ENFL2,0.21,Biomarker,umls:C1864125,AFFECTS
ENO1,0.21,Biomarker,umls:C0948089,AFFECTS
ENO1,0.21,Biomarker,umls:C0001418,AFFECTS
ENO1,0.21,Biomarker,umls:C0152013,AFFECTS
ENO1,0.21,Biomarker,umls:C0007131,AFFECTS
ENO1,0.21,Biomarker,umls:C0860207,AFFECTS
ENO1,0.21,Biomarker,umls:C0520459,AFFECTS
ENO1,0.21,Biomarker,umls:C0014859,AFFECTS
ENO1,0.21,Biomarker,umls:C0024667,AFFECTS
ENO1,0.21,Biomarker,umls:C0024668,AFFECTS
ENO1,0.21,Biomarker,umls:C0026640,AFFECTS
ENO1,0.21,Biomarker,umls:C0027626,AFFECTS
ENO1,0.21,Biomarker,umls:C0029456,AFFECTS
ENO1,0.21,Biomarker,umls:C0038356,AFFECTS
ENO2,0.21,Biomarker,umls:C0007621,AFFECTS
ENO2,0.21,Biomarker,umls:C0023467,AFFECTS
ENO2,0.21,Biomarker,umls:C0023904,AFFECTS
ENO2,0.21,Biomarker,umls:C0027659,AFFECTS
ENO2,0.21,Biomarker,umls:C0005695,AFFECTS
ENO3,0.21,Biomarker,umls:C0023895,AFFECTS
ENO4,0.21,Biomarker,umls:C0021364,AFFECTS
ENPP1,0.21,Biomarker,umls:C0014175,AFFECTS
ENPP2,0.21,Biomarker,umls:C0019158,AFFECTS
ENPP5,0.21,Biomarker,umls:C0033578,AFFECTS
ENSA,0.21,Biomarker,umls:C0151744,AFFECTS
ENTPD1,0.21,Biomarker,umls:C3714756,AFFECTS
ENTPD6,0.21,Biomarker,umls:C0036631,AFFECTS
ENUR1,0.21,Biomarker,umls:C0270327,AFFECTS
ENUR2,0.21,Biomarker,umls:C1833268,AFFECTS
EOE1,0.21,Biomarker,umls:C0341106,AFFECTS
EOE2,0.21,Biomarker,umls:C0341106,AFFECTS
EOS,0.21,Biomarker,umls:C0272192,AFFECTS
EP300,0.21,Biomarker,umls:C0010606,AFFECTS
EP300,0.21,Biomarker,umls:C0009404,AFFECTS
EP300,0.21,Biomarker,umls:C0279626,AFFECTS
EP300,0.21,Biomarker,umls:C0149925,AFFECTS
EP300,0.21,Biomarker,umls:C0005695,AFFECTS
EPAS1,0.21,Biomarker,umls:C0007621,AFFECTS
EPAS1,0.21,Biomarker,umls:C0008625,AFFECTS
EPB41,0.21,Biomarker,umls:C0025202,AFFECTS
EPCAM,0.21,Biomarker,umls:C2931459,AFFECTS
EPCAM,0.21,Biomarker,umls:C0024667,AFFECTS
EPCAM,0.21,Biomarker,umls:C0024668,AFFECTS
EPCAM,0.21,Biomarker,umls:C0033578,AFFECTS
EPG5,0.21,Biomarker,umls:C0878544,AFFECTS
EPG5,0.21,Biomarker,umls:C0162835,AFFECTS
EPG5,0.21,Biomarker,umls:C0021051,AFFECTS
EPHA2,0.21,Biomarker,umls:C0242656,AFFECTS
EPHA7,0.21,Biomarker,umls:C0149925,AFFECTS
EPHX1,0.21,Biomarker,umls:C0000771,AFFECTS
EPHX1,0.21,Biomarker,umls:C0236733,AFFECTS
EPHX1,0.21,Biomarker,umls:C0024667,AFFECTS
EPHX1,0.21,Biomarker,umls:C0024668,AFFECTS
EPHX1,0.21,Biomarker,umls:C1449861,AFFECTS
EPHX1,0.21,Biomarker,umls:C0031117,AFFECTS
EPHX1,0.21,Biomarker,umls:C0033578,AFFECTS
EPHX2,0.21,Biomarker,umls:C0745103,AFFECTS
EPHX3,0.21,Biomarker,umls:C0025202,AFFECTS
EPHX3,0.21,Biomarker,umls:C0038356,AFFECTS
EPO,0.21,Therapeutic,umls:C2609414,AFFECTS
EPO,0.21,Biomarker,umls:C0006663,AFFECTS
EPO,0.21,Therapeutic,umls:C0878544,AFFECTS
EPO,0.21,Therapeutic,umls:C0009241,AFFECTS
EPO,0.21,Biomarker,umls:C0018818,AFFECTS
EPO,0.21,Therapeutic,umls:C0019061,AFFECTS
EPO,0.21,Therapeutic,umls:C0021368,AFFECTS
EPO,0.21,Biomarker,umls:C0027626,AFFECTS
EPO,0.21,Therapeutic,umls:C0027746,AFFECTS
EPO,0.21,Therapeutic,umls:C0032343,AFFECTS
EPO,0.21,Therapeutic,umls:C0152025,AFFECTS
EPO,0.21,Therapeutic,umls:C1565489,AFFECTS
EPO,0.21,Therapeutic,umls:C0036216,AFFECTS
EPO,0.21,Biomarker,umls:C0036980,AFFECTS
EPO,0.21,Therapeutic,umls:C0038220,AFFECTS
EPO,0.21,Therapeutic,umls:C0042514,AFFECTS
EPO,0.21,Therapeutic,umls:C0040034,AFFECTS
EPO,0.21,Biomarker,umls:C0040053,AFFECTS
EPO,0.21,Therapeutic,umls:C0042373,AFFECTS
EPO,0.21,Therapeutic,umls:C0042510,AFFECTS
EPO,0.21,Therapeutic,umls:C0043096,AFFECTS
EPOR,0.21,Biomarker,umls:C0027626,AFFECTS
EPOR,0.21,Therapeutic,umls:C0027746,AFFECTS
EPPK1,0.21,Biomarker,umls:C0263454,AFFECTS
EPPS,0.21,Biomarker,umls:C1846609,AFFECTS
EPRPDC,0.21,Biomarker,umls:C1842531,AFFECTS
EPS8,0.21,Biomarker,umls:C0027626,AFFECTS
EPS8L3,0.21,Biomarker,umls:C0033578,AFFECTS
ERBB2,0.21,Biomarker,umls:C0242656,AFFECTS
ERBB2,0.21,Biomarker,umls:C0016978,AFFECTS
ERBB2,0.21,Biomarker,umls:C0027643,AFFECTS
ERBB2,0.21,Biomarker,umls:C0031117,AFFECTS
ERBB2IP,0.21,Biomarker,umls:C0010606,AFFECTS
ERBB3,0.21,Biomarker,umls:C0016978,AFFECTS
ERBB3,0.21,Biomarker,umls:C2931822,AFFECTS
ERBB4,0.21,Biomarker,umls:C0016978,AFFECTS
ERCC1,0.21,Biomarker,umls:C0311375,AFFECTS
